Code,Q,interviewer,interviewee
p31,4,Interviewer:  great.  Tell me about a time you were working on a team and faced a challenge.  How did you solve that problem?,Interviewee: um  so one of our senior design or not our senior but one of our design classes within chemical engineering
p31,4,Interviewer:  uh huh,Interviewee:  um asks us to design uh chemical plant in one of the uh software programs we use. um  and so it’s a very big project
p31,4,Interviewer:  uh huh,Interviewee:  but its very modular.  So you can have somebody working on distillation columns and somebody working on the (sp) separator. Um and so one of the challenges um within that um is making sure that everyone is keeping up with their um their part of the project.
p31,4,Interviewer:  right,Interviewee:  and so one challenge that I faced with that project was making sure that one particular person was thou rally involved because um its a lot of work today and we cant really afford to have any anyone kind of  slacking off
p31,4,Interviewer:  mmhmm,Interviewee: um so kind of to addrses that problem I sat down with him  had a conversation with him about it  you know we are all feeling kind of the strain of this project  the deadline is coming.  Um but um you know we cant have anyone sitting on the sidelines so what is it that you want to get more involved in or where do you think your skills are?  And it turned out that um he wasn’t very um he wasn’t very comfortable writing the code in the program.  
p31,4,Interviewer:  Mmm,Interviewee:  So he didn’t want to write bunky code and just have somebody else try to fix his work all the time but he was very tight with the teaching assistants and so he could funnel our questions through them and getr us some good answers um back from them so that we could keep going through the project so through that conversation we found a way for him to contribute
p31,5,Interviewer:  Great.  Tell me about one of your weakness and what you are doing to overcome it?,Interviewee:  I think  um kind of within my personality
p31,5,Interviewer:  Uh huh,Interviewee:  I hacve a lot of a lot of go go go and uh and  a lot of times I don’t um  realize that waiting is the best option you know just letting certain events take their course um may in fact be the best option.  Um so kind of to give you a good example of this is um when I was trying to decide which internships um or which internship offerse to accept I kind of was very anxious to kind of pick one and go with it um and kinf of get started in meeting people 
p31,5,Interviewer:  Mmhmm ,Interviewee:  In that company and figuring ouit what I wanted to do and um I think in that circumstance it would have been better after I had accepted an offer I I got other offers that I of course couldn’t consider because I was already tied to one particular offer and in that circumstance it would have been better to wait to see how things panned out
p31,5,Interviewer:  Uh huh ,Interviewee:  And to just communicate with other people saying that you know I really do think that pushing the deadline is the best
p31,5,Interviewer:  Uh huh ,Interviewee:  Option in this circumstance.  So kind of this year now I definitely waited for everything to pan out before making a decision.  Um and it has worked out really well actually . I I was very tempted to give a response to one of the offers I received
p31,5,Interviewer:  Uh huh,Interviewee: But over this last weekend I actually went to a conference um and it changed my mind.  Both companies that I was deciding between was at the conference
p31,5,Interviewer:  Uh huh ,Interviewee:  And talking to the representatives really helped me.  So im glad that I waited to you know hit the buttons
p31,6,Interviewer:  -great.  And last question.  Why do you think we should hire you?,Interviewee:  -I think that I have a uh ability to contribute really well to the group so not just bringing the knowledge um or the skills that are
p31,6,Interviewer:  Uh huh,Interviewee:  In your job description   but also kind of the enthusiasms. T he willingness to contribute my ideas to the
p31,6,Interviewer:  great,Interviewee:  Discussion and um really emerge myself in whats going on would make me a stellar candidate I think
p32,1,Interviewer: So  how are you doing today? ,Interviewee: I'm  uh  pretty good. The weather's nice  uh  outside. 
p32,2,Interviewer: Oh yeah  the weather's great. Um. Talk about yourself.,Interviewee: Okay  so I'm a Junior.
p32,2,Interviewer: Sure.,Interviewee: I'm a Junior at IT. Going to graduate  uh  a semester early  actually. 
p32,2,Interviewer: Oh wow.,Interviewee: So I'm going to be graduating next fall.
p32,2,Interviewer: Oh.,Interviewee: Um. Because uh...I  I've been doing my  my work pretty quickly I guess so I
p32,2,Interviewer: Mmhmm. ,Interviewee: So uh I can graduate early  that's a good thing. Um I'm interested in going into nutrition in the long run. Uh  whether it be through medical school or  you know  even  a certification.
p32,2,Interviewer: Mmhmm.,Interviewee: Whatever  but I uh in the meantime  I want to get into Life Sciences consulting. And I want to um explore the field and and and uh yeah...do it as as soon as I can  pretty  much  as long as I can. In the field. Um being successful. Uh  and getting somewhere. Uh. So. Uh  yeah. 
